gid,trip_id,unixtime,north_utm,east_utm,longitude,latitude
20220,246,1500226881,5804443.24793,550812.139138,9.746631999999018,52.38788199997994
20221,246,1500226882,5804441.61394,550815.491016,9.746680999994664,52.38786699998882
20222,246,1500226883,5804439.08521,550818.375705,9.746723000005565,52.38784399998495
20223,246,1500226884,5804436.5607,550821.668721,9.746770999995755,52.38782100000147
20224,246,1500226885,5804434.0376,550825.09785,9.746821000001876,52.387798000039055
20225,246,1500226886,5804432.40713,550828.79001,9.746874999994844,52.38778300002404
20226,246,1500226887,5804430.76471,550831.32525,9.746912000002965,52.38776799996575
20227,246,1500226888,5804431.22509,550832.81785,9.74693399999878,52.387772000026
20228,246,1500226889,5804429.89668,550833.444124,9.74694300000488,52.38776000000816
20229,246,1500226891,5804428.22967,550833.597463,9.746944999996712,52.387745000019535
20230,246,1500226892,5804430.33667,550832.963148,9.746935999993273,52.38776399999642
20231,246,1500226893,5804432.44016,550831.988563,9.74692200000512,52.38778300000951
20232,246,1500226894,5804434.98715,550830.873274,9.74690599999266,52.38780599997089
20233,246,1500226895,5804431.99103,550831.584832,9.746916000006234,52.38777899999247
20234,246,1500226897,5804433.64469,550830.138461,9.746894999995606,52.38779400001036
20235,246,1500226899,5804434.97029,550829.239972,9.74688200000028,52.38780600003466
20236,246,1500226901,5804435.84957,550828.209969,9.746866999998486,52.38781400002818
20237,246,1500226903,5804434.52467,550829.176512,9.746880999995764,52.38780199998053
20238,246,1500226905,5804437.0534,550826.291816,9.74683900000435,52.38782500004089
20239,246,1500226906,5804438.25933,550824.577826,9.746813999999892,52.38783599997368
20240,246,1500226907,5804441.22875,550821.280215,9.746765999998358,52.38786299996387
20241,246,1500226908,5804444.97537,550817.838461,9.74671599999732,52.387897000030094
20242,246,1500226909,5804447.16268,550814.208626,9.746662999992472,52.387916999957525
20243,246,1500226910,5804450.90649,550810.494666,9.746609000000944,52.38795099998047
20244,246,1500226911,5804452.08644,550806.262686,9.746547000003575,52.38796199997161
20245,246,1500226912,5804455.48604,550801.531369,9.746477999996133,52.38799300002702
20246,246,1500226913,5804460.56108,550797.46338,9.7464190000015,52.38803900003716
20247,246,1500226914,5804463.40735,550793.010032,9.746353999996131,52.38806500001596
20248,246,1500226915,5804465.47503,550788.564724,9.746289000002204,52.388084000000426
20249,246,1500226916,5804468.43043,550783.906077,9.746221000002569,52.388110999985145
20250,246,1500226917,5804471.83215,550779.378953,9.746155000001911,52.38814199997152
20251,246,1500226918,5804475.57177,550775.256715,9.74609499999792,52.388175999959685
20252,246,1500226919,5804477.6486,550771.696123,9.746043000000483,52.38819500001803
20253,246,1500226920,5804479.73595,550769.156339,9.746006000005792,52.38821399997009
20254,246,1500226921,5804482.2591,550765.72727,9.745955999993871,52.38823700003343
20255,246,1500226922,5804482.68576,550763.953288,9.745930000001444,52.38824100001632
20256,246,1500226923,5804484.77663,550761.753777,9.745897999996595,52.38826000002923
20257,246,1500226924,5804484.75487,550759.644116,9.745866999993256,52.38826000000292
20258,246,1500226925,5804483.06119,550757.211393,9.74583099999906,52.388245000023886
20259,246,1500226926,5804483.82504,550755.774239,9.745810000004816,52.388251999958655
20260,246,1500226927,5804483.35768,550753.601112,9.745778000006334,52.38824800002609
20261,246,1500226928,5804485.56609,550752.012941,9.745755000001214,52.38826799996828
20262,246,1500226929,5804487.21556,550750.158292,9.745728000002886,52.38828299995851
20263,246,1500226930,5804489.73451,550746.320918,9.745672000004648,52.38830599999209
20264,246,1500226931,5804492.26118,550743.232136,9.745627000004824,52.38832900002098
20265,246,1500226932,5804494.34294,550740.147943,9.745581999994268,52.388348000043976
20266,246,1500226933,5804498.53171,550736.429489,9.745528000007,52.38838600000521
20267,246,1500226935,5804500.53702,550725.927488,9.745374000006382,52.38840500002603
20268,246,1500226937,5804508.88584,550715.700435,9.745225000000664,52.38848100000889
20269,246,1500226938,5804511.81887,550708.864171,9.74512500000088,52.38850799997466
20270,246,1500226940,5804519.35339,550695.174483,9.7449249999993,52.38857700003441
20271,246,1500226942,5804530.25631,550684.51286,9.744770000001092,52.38867600002762
20272,246,1500226943,5804532.74307,550677.54512,9.744668000004406,52.388698999989685
20273,246,1500226944,5804533.02,550672.029399,9.74458699999802,52.38870199998748
20274,246,1500226945,5804533.83416,550664.670526,9.74447899999432,52.38870999997614
20275,246,1500226946,5804542.23914,550659.887869,9.744409999998556,52.38878599996075
20276,246,1500226948,5804550.69653,550649.38766,9.744256999997544,52.38886300000532
20277,246,1500226949,5804558.23411,550646.791882,9.74421999999376,52.388930999986826
20278,246,1500226950,5804562.40895,550641.712505,9.744145999998644,52.38896899998483
20279,246,1500226952,5804569.20715,550642.93569,9.744165000003289,52.38902999996591
20280,246,1500226953,5804576.44677,550643.814031,9.74417899999628,52.38909500003179
20281,246,1500226955,5804586.27053,550647.183976,9.744229999998849,52.389183000005
20282,246,1500226956,5804602.83858,550646.537071,9.744222999999703,52.3893320000364
20283,246,1500226957,5804605.01633,550652.776099,9.744314999993795,52.389350999963874
20284,246,1500226960,5804618.1097,550649.578697,9.744270000006424,52.38946899995983
20285,246,1500226961,5804624.06839,550644.889375,9.744202000005906,52.38952300001015
20286,246,1500226962,5804628.27334,550642.736283,9.74417099999572,52.38956100000248
20287,246,1500226963,5804630.80287,550639.919847,9.744130000003576,52.38958399998269
20288,246,1500226964,5804631.53666,550635.556538,9.744066000006702,52.38959100002645
20289,246,1500226965,5804635.37783,550630.480677,9.74399200000714,52.38962600004256
20290,246,1500226967,5804640.73909,550621.782082,9.743865000006242,52.38967499999271
20291,246,1500226969,5804644.11857,550615.077584,9.74376700000292,52.38970600004238
20292,246,1500226971,5804645.70651,550607.234522,9.74365199999732,52.389721000021616
20293,246,1500226972,5804644.32279,550602.484652,9.74358200000388,52.38970899996081
20294,246,1500226973,5804647.77436,550602.789457,9.743586999998977,52.3897400000342
20295,246,1500226974,5804645.20002,550601.250579,9.743564000001651,52.38971699996996
20296,246,1500226975,5804652.91043,550604.642286,9.743614999993484,52.38978600001168
20297,246,1500226976,5804655.47497,550605.228444,9.743624000005962,52.3898090000296
20298,246,1500226977,5804662.71737,550606.379026,9.743641999997667,52.389873999979926
20299,246,1500226978,5804668.17733,550607.2757,9.74365599999657,52.38992299996897
20300,246,1500226979,5804672.8573,550608.044276,9.743667999996186,52.38996499999652
20301,246,1500226980,5804676.64814,550608.890052,9.743681000005814,52.38999899996066
20302,246,1500226981,5804680.99653,550609.866208,9.74369599999491,52.39003800002369
20303,246,1500226984,5804689.05952,550615.091815,9.743774000003322,52.39011000001458
20304,246,1500226985,5804693.30857,550617.225969,9.743806000001973,52.39014799997653
48861,302,1542466935,5804685.79618,550870.411034,9.747524999998928,52.39005699998365
48862,302,1542466939,5804663.37776,550843.147166,9.747120999998511,52.38985800003913
48863,302,1542466940,5804658.79337,550851.633771,9.747244999997749,52.38981600004123
48864,302,1542466941,5804647.31299,550849.438395,9.7472109999938,52.38971299996945
48865,302,1542466942,5804637.97618,550850.147388,9.747219999993126,52.38962899996923
48866,302,1542466943,5804632.48946,550846.665018,9.747167999998048,52.38957999999701
48867,302,1542466944,5804628.22695,550843.238052,9.747116999995,52.38954200000989
48868,302,1542466945,5804625.66098,550842.515912,9.747106000003388,52.389519000036245
48869,302,1542466946,5804620.10169,550842.777517,9.74710899999966,52.389468999968216
48870,302,1542466948,5804614.22982,550845.084123,9.747141999995137,52.3894160000196
48871,302,1542466949,5804615.09981,550853.922811,9.74727199999349,52.38942299997308
48872,302,1542466950,5804609.69747,550858.606651,9.747339999999893,52.38937400004163
48873,302,1542466953,5804612.40621,550873.143305,9.747553999997464,52.38939699997484
48874,302,1542466954,5804606.00987,550878.518036,9.747632000002232,52.38933900002064
48875,302,1542466955,5804605.27348,550882.6092,9.747692000004845,52.38933199996874
48876,302,1542466956,5804602.33858,550889.241287,9.74778899999983,52.38930500000145
48877,302,1542466957,5804601.18263,550895.786927,9.74788499999662,52.389294000031605
48878,302,1542466958,5804598.69406,550902.550531,9.747984000001807,52.389271000005024
48879,302,1542466959,5804596.64126,550908.424863,9.748070000000569,52.389251999979926
48880,302,1542466960,5804594.91934,550914.02354,9.748152000001635,52.389236000003855
48881,302,1542466961,5804591.63249,550918.889758,9.748223000001826,52.38920600000561
48882,302,1542466962,5804590.0204,550924.351189,9.748302999996802,52.38919100001657
48883,302,1542466963,5804586.18024,550929.495383,9.74837800000771,52.389156000037815
48884,302,1542466964,5804584.11127,550933.80454,9.748440999996944,52.38913699997503
48885,302,1542466965,5804582.04724,550938.590067,9.748510999996345,52.389117999967056
48886,302,1542466966,5804579.08706,550942.772338,9.748572000002689,52.38909100002364
48900,302,1542466980,5804540.17986,550945.352965,9.74860400000621,52.38874099995501
48901,302,1542466981,5804535.82437,550943.696543,9.748579000002067,52.38870199999128
48902,302,1542466982,5804527.35697,550942.422978,9.748558999998508,52.38862599999447
48903,302,1542466983,5804524.75013,550937.753797,9.74849000000411,52.388602999975305
48904,302,1542466984,5804520.48192,550933.782406,9.74843099999244,52.38856499995839
48905,302,1542466985,5804513.65407,550929.701374,9.748369999994072,52.38850399998205
48906,302,1542466986,5804505.96457,550928.351669,9.748348999996509,52.388435000034406
48907,302,1542466987,5804502.56718,550922.533609,9.748263000003789,52.38840500001973
48908,302,1542466988,5804499.55206,550921.407772,9.74824600000249,52.38837800001816
48909,302,1542466989,5804496.54891,550921.438842,9.748246000004226,52.388351000023405
48910,302,1542466990,5804492.74182,550919.028042,9.748210000006685,52.388317000031336
48911,302,1542466991,5804491.47466,550914.821382,9.748147999993622,52.38830599997654
48912,302,1542466992,5804486.74889,550909.629583,9.748071000001318,52.38826399998247
48913,302,1542466993,5804482.48563,550906.134512,9.748018999992889,52.38822599996363
48914,302,1542466994,5804481.12204,550903.358118,9.747978000000082,52.388213999970006
48915,302,1542466995,5804480.20759,550900.985443,9.747943000003009,52.388206000017405
48916,302,1542466996,5804478.96086,550898.752325,9.747910000003552,52.38819500001762
48917,302,1542466998,5804477.7268,550897.744172,9.747895000001794,52.38818400003488
48918,302,1542467000,5804475.94152,550897.218145,9.747886999994549,52.38816799998658
48919,302,1542467001,5804474.26185,550896.146538,9.747870999995198,52.38815300004498
48920,302,1542467002,5804470.45758,550894.007923,9.747839000005309,52.388118999986105
48921,302,1542467003,5804464.86242,550890.798843,9.747791000005888,52.38806900003616
48922,302,1542467004,5804452.12757,550885.621731,9.747712999994746,52.387955000033486
48923,302,1542467005,5804446.52819,550882.004305,9.74765900000386,52.38790500004175
48924,302,1542467006,5804438.49235,550879.432978,9.74762000000741,52.38783300001976
48925,302,1542467007,5804431.69831,550878.618407,9.747606999999702,52.3877720000245
48926,302,1542467008,5804426.08275,550873.435706,9.747530000001936,52.3877219999687
48927,302,1542467009,5804421.81108,550869.123907,9.747466000006474,52.38768399998165
48928,302,1542467010,5804418.33207,550866.165144,9.747422000002668,52.387652999958
48929,302,1542467011,5804413.64082,550864.307893,9.747393999998655,52.38761100003973
48930,302,1542467012,5804408.92916,550860.477055,9.747337000006072,52.387568999967215
48931,302,1542467013,5804405.11718,550857.58978,9.74729399999644,52.3875349999872
48932,302,1542467014,5804399.62413,550853.494754,9.747233000006132,52.38748600001926
48933,302,1542467015,5804393.15042,550851.38365,9.747201000000754,52.38742800002861
48934,302,1542467016,5804385.57005,550849.828471,9.74717700000147,52.38735999996945
48935,302,1542467017,5804381.21178,550847.899689,9.74714799999312,52.38732099998927
48936,302,1542467018,5804375.69694,550841.694924,9.74705600000246,52.38727199996298
48937,302,1542467019,5804369.30635,550836.860438,9.746984000004282,52.38721499999825
48938,302,1542467020,5804361.60211,550834.081381,9.746941999993368,52.387145999976106
48939,302,1542467021,5804354.76521,550829.115355,9.74686800000157,52.38708500000175
48940,302,1542467022,5804350.04656,550824.603881,9.746800999995308,52.38704300000924
48941,302,1542467023,5804344.91111,550822.819213,9.746773999998002,52.38699700001796
48942,302,1542467024,5804343.21529,550820.182274,9.74673500000039,52.3869820000258
48943,302,1542467025,5804339.75739,550819.265096,9.746721000001084,52.38695100001058
48944,302,1542467026,5804337.6532,550820.171638,9.746734000001863,52.38693200004195
48945,302,1542467027,5804335.99953,550821.618032,9.74675499999763,52.38691699995979
48946,302,1542467028,5804333.89323,550822.320409,9.746765000002975,52.38689799996964
48947,302,1542467029,5804332.6887,550824.170545,9.746792000000196,52.38688699999561
48948,302,1542467030,5804330.93225,550826.434759,9.746825000001468,52.38687100003779
48949,302,1542467031,5804328.84141,550828.634365,9.746857000007658,52.386852000035645
48950,302,1542467032,5804327.18494,550829.808541,9.7468739999995,52.386837000031406
48951,302,1542467033,5804328.43163,550832.041746,9.746907000000403,52.38684799996005
48952,302,1542467034,5804329.78324,550833.661299,9.746930999994118,52.38686000003948
48953,302,1542467035,5804331.02361,550835.282001,9.74695500000298,52.38687100000409
48954,302,1542467036,5804331.48117,550836.502408,9.746972999992392,52.38687499997955
48955,302,1542467040,5804331.46711,550835.141294,9.746952999992036,52.38687499995558
48956,302,1542467042,5804332.34147,550833.63488,9.746931000005794,52.38688299995902
48957,302,1542467044,5804332.77373,550832.405283,9.74691300000631,52.386886999957056
48958,302,1542467047,5804333.09898,550831.585168,9.746900999993414,52.38688999996097
48959,302,1542467050,5804332.30844,550830.436262,9.74688399999644,52.38688299997956
48960,302,1542467052,5804331.413,550829.901006,9.746876000006758,52.38687500002044
48962,302,1542467062,5804329.30389,550830.331163,9.746881999993798,52.386856000030406
48963,302,1542467066,5804329.76075,550831.483516,9.74689899999636,52.38686000004211
48964,302,1542467095,5804329.7502,550830.46268,9.746883999992985,52.38685999997016
48961,302,1542467098,5804330.18598,550829.573362,9.746871000005504,52.386864000015926
48965,302,1542467101,5804331.40316,550828.948226,9.746862000003762,52.38687500001053
48966,302,1542467103,5804331.83893,550828.058907,9.74684899999367,52.38687899996411
48967,302,1542467106,5804330.94068,550827.251427,9.746836999993944,52.38687100001168
48968,302,1542467110,5804332.2719,550826.897366,9.746831999993953,52.386883000014905
48969,302,1542467113,5804330.59786,550826.370149,9.74682400000276,52.38686800000253
48970,302,1542467115,5804329.25961,550826.043652,9.746818999992575,52.38685599997595
48971,302,1542467118,5804330.59997,550826.574316,9.746827000001057,52.38686800001861
48972,302,1542467122,5804329.6975,550825.358501,9.74680899999808,52.38686000003115
48973,302,1542467123,5804330.58029,550824.668756,9.74679899999936,52.386867999985526
48974,302,1542467125,5804331.36872,550825.613496,9.746812999993145,52.38687499996279
48975,302,1542467127,5804330.93646,550826.843093,9.746830999996948,52.38687099997994
48976,302,1542467129,5804332.28666,550828.326536,9.74685300000229,52.38688300003447
48977,302,1542467131,5804333.07298,550829.067108,9.746863999994853,52.386889999990295
48978,302,1542467134,5804333.53054,550830.287516,9.74688199999862,52.3868939999795
48979,302,1542467135,5804333.10109,550831.789335,9.746903999993185,52.3868899999751
48980,302,1542467136,5804333.56006,550833.145854,9.746923999996133,52.38689399999727
48981,302,1542467137,5804333.57412,550834.506968,9.746944000005126,52.3868940000261
48982,302,1542467139,5804334.45129,550833.272776,9.746925999998297,52.38690200001607
48983,302,1542467141,5804333.10039,550831.72128,9.74690300000356,52.38689000000031
48984,302,1542467142,5804331.86915,550830.985302,9.746891999995825,52.38687899996837
48985,302,1542467143,5804331.4144,550830.037117,9.746878000000022,52.3868749999704
48986,302,1542467146,5804330.18317,550829.301139,9.74686700000376,52.38686400002596
48987,302,1542467181,5804330.95754,550828.884764,9.746860999993553,52.38687099995569
48988,302,1542467222,5804330.94349,550827.52365,9.746840999996332,52.386871000002685
48989,302,1542467227,5804331.40175,550828.812114,9.746859999994289,52.3868749999705
48990,302,1542467228,5804330.6344,550829.909046,9.746876000002349,52.38686799997069
48991,302,1542467229,5804329.30459,550830.399219,9.746882999997348,52.38685600000529
48992,302,1542467230,5804328.42109,550831.02091,9.746892000002624,52.38684799997898
48993,302,1542467231,5804329.32497,550832.372835,9.746911999994795,52.386855999993166
48994,302,1542467232,5804328.08881,550831.160467,9.746893999996631,52.38684499995868
48995,302,1542467233,5804326.73721,550829.540912,9.746869999993187,52.38683299996172
48996,302,1542467234,5804325.94316,550828.051726,9.746848000007178,52.38682600001
48997,302,1542467239,5804326.71121,550827.022849,9.746832999998109,52.38683299998143
48998,302,1542467241,5804328.04173,550826.600732,9.746826999997918,52.38684500000921
48999,302,1542467244,5804328.814,550825.980191,9.746818000002904,52.386852000010535
49000,302,1542467261,5804329.26875,550826.928377,9.746832000000753,52.38685600001558
49001,302,1542467283,5804330.61473,550828.003486,9.746848000002284,52.38686800003908
49002,302,1542467284,5804330.96317,550829.42921,9.746868999999824,52.38687100002581
49003,302,1542467286,5804331.41792,550830.377395,9.746882999993558,52.38687500002486
49004,303,1542475398,5804336.54142,550831.005115,9.746892999994136,52.386920999971984
49005,303,1542475404,5804335.64598,550830.469859,9.746884999995896,52.38691300001356
49006,303,1542475408,5804334.41053,550829.325548,9.746868000001877,52.38690200003994
49007,303,1542475410,5804333.53476,550830.69585,9.746887999998709,52.386894000008645
49008,303,1542475412,5804334.8723,550830.954289,9.746891999996391,52.386905999967645
49009,303,1542475416,5804333.97405,550830.14681,9.746879999996256,52.38689800001958
49010,303,1542475419,5804332.29228,550828.870981,9.74686099999453,52.38688300001531
49011,303,1542475468,5804307.22396,550868.130117,9.747433999998767,52.38665400000067
49012,303,1542475469,5804304.65869,550867.475994,9.74742400000108,52.386631000017175
49013,303,1542475470,5804301.68437,550870.29733,9.747465000004048,52.3866039999602
49014,303,1542475471,5804300.50518,550874.597511,9.747528000006184,52.38659299998844
49015,303,1542475472,5804300.54176,550878.136429,9.747579999994125,52.38659300000573
49016,303,1542475473,5804299.24501,550881.825258,9.747634000003709,52.38658099996626
49017,303,1542475474,5804298.53396,550888.366697,9.7477299999932,52.38657400000269
49018,303,1542475475,5804299.33788,550890.808669,9.747765999993028,52.38658099996448
49019,303,1542475476,5804299.03586,550893.874646,9.74781099999545,52.38657799995783
49020,303,1542475477,5804296.10238,550900.643261,9.747910000005152,52.38655099997692
49021,303,1542475479,5804295.25127,550904.395554,9.747965000007037,52.386543000012125
49022,303,1542475480,5804292.39454,550907.828273,9.748014999999665,52.38651700001371
49023,303,1542475481,5804290.64235,550910.500873,9.74805399999703,52.38650100004108
49024,303,1542475482,5804289.44137,550912.691329,9.748086000000804,52.38649000004352
49025,303,1542475483,5804288.1193,550913.930148,9.748103999998971,52.386477999974886
49026,303,1542475484,5804287.34916,550914.754877,9.748115999996742,52.38647100003757
49027,303,1542475486,5804286.02498,550915.789528,9.748130999994125,52.38645899998146
49028,303,1542475489,5804283.13376,550915.887499,9.748132000006342,52.38643299996256
49029,303,1542475490,5804281.79762,550915.765192,9.748129999997944,52.386420999972565
49030,303,1542475491,5804280.57341,550915.709792,9.74812900000676,52.38640999996685
49031,303,1542475493,5804278.91415,550916.611783,9.748141999999737,52.38639500001008
49032,303,1542475494,5804277.59279,550917.918662,9.748160999997287,52.38638299998655
49033,303,1542475495,5804276.71635,550919.22094,9.748180000006698,52.38637500004031
49034,303,1542475496,5804275.07398,550921.756289,9.748217000004963,52.38636000001543
49035,303,1542475497,5804273.43725,550924.836092,9.74826200000738,52.38634500004437
49036,303,1542475498,5804270.91421,550928.265386,9.74831200000556,52.38632199997879
49037,303,1542475499,5804268.39118,550931.694683,9.748361999997272,52.38629899998178
49038,303,1542475500,5804265.42043,550934.856362,9.74840800000646,52.38627200003492
49039,303,1542475501,5804263.34302,550938.349119,9.748459000002056,52.38625300003894
49040,303,1542475502,5804261.2642,550941.705766,9.748508000002882,52.38623400000864
49041,303,1542475503,5804258.74259,550945.27119,9.748559999994004,52.38621100002905
64956,335,1505738856,5804700.53884,550865.358487,9.747453000003194,52.39018999996754
64957,335,1505738858,5804694.59876,550861.064169,9.74738899999979,52.390137000013645
64958,335,1505738859,5804689.46962,550859.89213,9.747371000000053,52.390091000003
64959,335,1505738861,5804678.35189,550849.730236,9.74722000000552,52.38999200002888
64960,335,1505738863,5804666.40903,550845.838185,9.747160999998275,52.38988500001997
64961,335,1505738865,5804661.77753,550849.765362,9.74721800000485,52.389842999971165
64962,335,1505738866,5804656.61606,550845.462947,9.747154000004764,52.38979700002531
64963,335,1505738868,5804650.1882,550837.022033,9.7470290000066,52.38974000000379
64964,335,1505738870,5804645.85963,550827.198244,9.746883999997772,52.38970200000194
64965,335,1505738872,5804649.20911,550828.388708,9.746902000002509,52.38973199995619
64966,335,1505738873,5804648.41155,550826.559363,9.746874999999976,52.38972500004475
64967,335,1505738874,5804647.54281,550828.610092,9.746904999998758,52.38971700003824
64968,335,1505738875,5804648.4502,550830.302185,9.74692999999301,52.38972500001304
64969,335,1505738879,5804638.17085,550825.916473,9.746864000004225,52.38963299996363
64970,335,1505738880,5804635.61051,550825.738737,9.746861000005149,52.389610000039085
64971,335,1505738882,5804628.85302,550828.462815,9.74690000000396,52.38954900003535
64972,335,1505738884,5804624.30164,550840.147892,9.747070999999998,52.38950700001661
64973,335,1505738886,5804623.16882,550848.939196,9.74720000000498,52.389495999994445
64974,335,1505738888,5804619.48059,550858.029145,9.747332999994336,52.38946199998613
64975,335,1505738890,5804615.67552,550866.575844,9.747457999995232,52.389426999956704
64976,335,1505738891,5804614.49844,550871.079907,9.747523999994662,52.38941600000299
64977,335,1505738893,5804611.12986,550878.805404,9.74763700000078,52.38938499995572
64978,335,1505738895,5804610.41318,550884.802015,9.747724999996944,52.38937799999571
64979,335,1505738897,5804609.12207,550889.03503,9.747786999995675,52.38936600000333
64980,335,1505738898,5804607.9049,550889.660148,9.747796000004236,52.38935500003346
64981,335,1505738899,5804607.46913,550890.549423,9.747809000006352,52.38935099997909
64982,335,1505738900,5804607.04252,550892.323372,9.747834999998698,52.38934700003438
64983,335,1505738901,5804606.17943,550894.918546,9.747873000006006,52.38933899996572
64984,335,1505738902,5804605.43462,550898.193089,9.7479210000026,52.38933200001705
64985,335,1505738904,5804602.50325,550905.165445,9.74802299999288,52.389304999958334
64986,335,1505738905,5804600.42442,550908.521851,9.74807200000664,52.38928600003764
64987,335,1505738906,5804599.24174,550912.481522,9.748129999997976,52.38927500002428
64988,335,1505738909,5804594.70323,550925.391687,9.74831899999742,52.38923299997929
64989,335,1505738911,5804591.32629,550932.300628,9.748420000006156,52.389201999984245
64990,335,1505738912,5804590.12391,550934.354853,9.748450000003638,52.389190999973856
64991,335,1505738913,5804588.80608,550936.001917,9.748473999998357,52.38917899998701
64992,335,1505738914,5804588.04509,550937.711279,9.7484990000019,52.38917199996498
64993,335,1505738915,5804586.73219,550939.83471,9.74852999999854,52.38915999996572
64994,335,1505738916,5804584.63788,550941.693992,9.748556999996294,52.38914099997714
64995,335,1505738917,5804585.96909,550941.339917,9.74855200000595,52.38915299995913
64996,335,1505738919,5804585.08843,550942.233805,9.748565000001118,52.38914500001221
64997,335,1505738922,5804585.10181,550943.526797,9.748584000002896,52.38914499998521
64998,335,1505738924,5804583.78046,550944.833604,9.748602999996784,52.38913299998881
65003,335,1505738930,5804567.3279,550945.888678,9.74861600000071,52.38898499997668
65004,335,1505738931,5804564.30644,550944.150399,9.748590000004889,52.38895800002282
65005,335,1505738932,5804561.28427,550942.344065,9.748563000003776,52.38893100001254
65006,335,1505738933,5804558.3684,550940.060209,9.748528999994871,52.38890500001863
65007,335,1505738934,5804552.7887,550938.348399,9.748502999993384,52.38885500004166
65008,335,1505738935,5804548.09459,550936.219061,9.74847100000711,52.388812999997526
65009,335,1505738936,5804543.84188,550933.744849,9.74843399999555,52.3887750000345
65010,335,1505738937,5804538.70216,550931.552053,9.748401000000523,52.38872900002029
65011,335,1505738939,5804527.64061,550926.834237,9.74832999999545,52.38863000001192
65012,335,1505738940,5804522.94017,550924.092398,9.748288999994177,52.38858799998296
65013,335,1505738941,5804517.34428,550920.815335,9.748240000000624,52.38853799998381
65014,335,1505738943,5804511.85329,550916.924634,9.748181999995582,52.38848900003862
65015,335,1505738945,5804510.95431,550916.049148,9.748169000006616,52.38848099998805
65016,335,1505738946,5804508.82479,550914.505784,9.748145999993069,52.38846199998624
65017,335,1505738947,5804507.14722,550913.638351,9.74813300000531,52.38844699997316
65018,335,1505738948,5804506.24051,550912.014276,9.74810899999834,52.38843900003727
65019,335,1505738949,5804506.69809,550913.234633,9.748126999997943,52.38844300001757
65021,335,1505738951,5804509.26618,550914.160916,9.74814100000138,52.38846599997385
65020,335,1505738954,5804507.58298,550912.749056,9.748120000002228,52.38845099997464
65022,335,1505738956,5804509.28871,550916.33862,9.748173000002492,52.38846599999757
65023,335,1505738957,5804508.39114,550915.599239,9.748161999999896,52.38845799996434
65024,335,1505738965,5804507.59565,550913.974015,9.748138000003662,52.38845099996411
65025,335,1505738972,5804506.71287,550914.663752,9.748147999998004,52.38844299998881
65026,335,1505738974,5804505.81883,550914.264637,9.748142000000144,52.38843500004477
65027,335,1505738975,5804504.5925,550914.00508,9.748137999997386,52.38842399996991
65028,335,1505738977,5804499.45279,550911.812245,9.74810500000317,52.388377999961726
65029,335,1505738978,5804497.32116,550910.064716,9.74807900000128,52.3883589999628
65030,335,1505738979,5804493.97236,550908.942321,9.748061999992949,52.38832899996552
65031,335,1505738981,5804485.80346,550904.262554,9.74799199999301,52.388255999960855
65032,335,1505738982,5804481.11008,550902.201206,9.747960999998236,52.38821400001217
65033,335,1505738984,5804472.126,550893.990671,9.747838999999937,52.38813400001343
65034,335,1505738985,5804470.45547,550893.803761,9.74783599999592,52.38811899999557
65035,335,1505738986,5804464.05638,550888.152792,9.747752000001698,52.38806199999802
65036,335,1505738987,5804461.05815,550888.660219,9.747759000006406,52.38803499995552
65037,335,1505738988,5804456.35422,550885.578035,9.747713000002715,52.387992999977406
65038,335,1505738989,5804451.6517,550882.631953,9.747668999997613,52.38795100000791
65039,335,1505738990,5804446.03966,550877.789549,9.747597000005012,52.38790100001751
65040,335,1505738991,5804442.68242,550875.85047,9.747568000002332,52.387870999960846
65041,335,1505738992,5804436.62829,550871.284864,9.747500000001375,52.38781699997834
65042,335,1505738993,5804432.82967,550869.690646,9.747475999994938,52.38778300002787
65043,335,1505738994,5804428.57699,550867.216318,9.747439000005034,52.38774500002081
65044,335,1505738995,5804428.14966,550868.922275,9.74746400000327,52.38774100000418
65045,335,1505738996,5804422.52779,550863.127069,9.747378000002858,52.38769100002912
65046,335,1505738998,5804417.92736,550859.295087,9.747320999999816,52.387649999969135
65047,335,1505738999,5804418.74675,550863.234203,9.74737900000631,52.3876570000442
65048,335,1505739000,5804417.05653,550861.141753,9.747347999994265,52.38764200001977
65049,335,1505739001,5804417.93861,550860.383959,9.747336999998026,52.38764999995747
65050,335,1505739003,5804414.4561,550857.084915,9.747287999999685,52.38761900002842
65051,335,1505739004,5804415.35998,550858.436812,9.747308000001244,52.38762699997558
65052,335,1505739010,5804414.8778,550854.834518,9.74725500000018,52.38762299996419
65053,335,1505739012,5804420.72647,550850.282015,9.747188999993137,52.38767599998176
65054,335,1505739013,5804422.80184,550846.585243,9.747135000002494,52.3876950000406
65055,335,1505739015,5804426.9589,550839.804197,9.74703600000666,52.38773300002693
65056,335,1505739016,5804429.13987,550835.56185,9.746974000005665,52.38775299997232
65057,335,1505739017,5804431.20611,550830.980383,9.746906999993206,52.38777199999157
65058,335,1505739018,5804435.39693,550827.465967,9.746856000005486,52.387810000042606
65059,335,1505739019,5804439.60812,550825.925128,9.7468340000035,52.38784799999
65060,335,1505739021,5804446.30307,550817.14414,9.746706000005354,52.3879089999637
65061,335,1505739023,5804450.90087,550809.950234,9.74660100000646,52.387950999982095
65062,335,1505739025,5804458.82498,550801.701091,9.74648100000393,52.38802300001494
65063,335,1505739026,5804459.66212,550796.587862,9.746405999995211,52.38803099997317
65064,335,1505739027,5804462.61752,550791.929205,9.746338000001836,52.388058000025794
