gid,trip_id,unixtime,north_utm,east_utm,longitude,latitude,tile_lat_idx,tile_lon_idx
73007,353,1521443397,5804543.55906,550787.963177,9.746291999996252,52.38878599998587,157,353
73008,353,1521443398,5804539.75204,550785.552299,9.746256000001436,52.38875200003341,161,351
73009,353,1521443399,5804535.94993,550783.617787,9.746227000001378,52.38871800002399,164,349
73010,353,1521443400,5804530.79974,550780.404037,9.746178999997442,52.388671999955456,170,345
73011,353,1521443401,5804525.20395,550777.126817,9.74612999999372,52.38862199998727,175,342
73012,353,1521443402,5804519.27307,550773.716926,9.746078999997378,52.38856899997615,181,339
73013,353,1521443403,5804513.67026,550769.759159,9.746019999997412,52.38851899996385,187,334
73014,353,1521443404,5804508.18571,550766.480768,9.745970999996583,52.3884700000389,192,331
73015,353,1521443405,5804502.58431,550762.659091,9.745914000007453,52.388420000028745,198,327
73016,353,1521443406,5804497.43273,550759.309189,9.745863999991906,52.38837399995523,203,324
73017,353,1521443407,5804492.73239,550756.567175,9.745823000006224,52.388331999974646,207,321
73018,353,1521443408,5804488.9303,550754.632621,9.745794000002226,52.38829800003799,211,319
73019,353,1521443409,5804486.80083,550753.089182,9.74577100000534,52.38827900002573,213,318
73020,353,1521443410,5804482.56294,550752.043907,9.745754999995498,52.38824099997696,217,316
73021,353,1521443411,5804477.87453,550750.458789,9.745730999997086,52.388198999969575,222,315
73022,353,1521443412,5804473.6156,550747.371899,9.74568500000593,52.38816100000573,226,312
73023,353,1521443413,5804468.91246,550744.357643,9.74563999999565,52.38811900002074,231,309
73024,353,1521443414,5804463.31178,550740.603963,9.745584000002266,52.388069000015946,237,305
73025,353,1521443415,5804458.60654,550737.385533,9.745536000003368,52.388027000033226,241,302
73026,353,1521443416,5804453.11779,550733.698744,9.745481000001664,52.38797799998554,247,298
73027,353,1521443417,5804448.73993,550729.864375,9.745424000007713,52.38793900004456,251,294
73028,353,1521443418,5804443.6954,550726.10493,9.745367999996857,52.38789400003572,256,290
73029,353,1521443419,5804438.99227,550723.090636,9.7453230000035,52.38785200001944,261,287
73030,353,1521443420,5804434.28704,550719.872173,9.745275000005368,52.38781000002035,265,284
73031,353,1521443421,5804429.58672,550717.130084,9.745234000005691,52.38776800001416,270,281
73032,353,1521443422,5804424.8836,550714.115772,9.745189000005388,52.38772600003659,275,278
73033,353,1521443423,5804420.62469,550711.028816,9.745143000006632,52.387688000041074,279,275
73034,353,1521443424,5804415.93138,550708.967255,9.74511199999285,52.38764599997858,284,273
73035,353,1521443425,5804412.01037,550706.285179,9.745071999999077,52.38761100004381,288,270
73036,353,1521443426,5804407.74375,550702.449607,9.745015000000356,52.38757300001499,292,266
73037,353,1521443427,5804401.82204,550699.924253,9.74497700000385,52.38752000003388,298,263
73038,353,1521443428,5804396.65579,550695.145065,9.744906000001723,52.38747400000872,303,259
73039,353,1521443429,5804390.71586,550690.850269,9.744841999995588,52.38742100001807,309,254
73040,353,1521443430,5804383.88821,550686.768791,9.74478099999633,52.38735999999264,316,250
73041,353,1521443431,5804377.38374,550681.66304,9.744705000000565,52.38730200000553,322,245
73042,353,1521443432,5804370.99471,550676.964461,9.744635000004454,52.38724500004297,328,240
73043,353,1521443433,5804364.60427,550672.129759,9.744563000003373,52.38718799995991,335,235
73044,353,1521443434,5804358.22015,550667.907542,9.744500000001622,52.3871309999688,341,231
73045,353,1521443435,5804353.06024,550663.740776,9.744438000002305,52.38708499997732,346,227
73046,353,1521443436,5804347.12034,550659.445903,9.744373999994629,52.38703200000243,352,222
73047,353,1521443437,5804341.51903,550655.623975,9.744316999996608,52.38698200002865,358,219
73048,353,1521443438,5804337.24895,550651.448025,9.74425499999558,52.3869440000095,362,214
73049,353,1521443439,5804332.99918,550649.245682,9.744221999995029,52.38690599997645,366,212
73050,353,1521443440,5804329.95542,550645.329354,9.744164000006432,52.386879000026944,369,208
73051,353,1521443441,5804327.81548,550642.76498,9.744126000000538,52.38685999999398,371,206
73052,353,1521443442,5804325.67695,550640.336716,9.744090000006256,52.38684100003574,373,203
73053,353,1521443443,5804324.75772,550637.487528,9.744048000006476,52.38683300002148,374,200
73054,353,1521443444,5804325.18303,550635.577389,9.744020000000706,52.38683700003866,374,198
73055,353,1521443445,5804326.39183,550634.135632,9.743999000002528,52.38684800000321,372,197
73056,353,1521443446,5804328.60658,550633.159968,9.743984999997943,52.38686799995848,370,196
73057,353,1521443453,5804351.7097,550618.969481,9.74377999999922,52.387076999983286,347,182
73058,353,1521443454,5804355.91396,550616.748244,9.743748000002284,52.38711499997234,343,180
73059,353,1521443455,5804359.78244,550614.326276,9.74371300000422,52.38714999997789,339,177
73060,353,1521443456,5804363.5397,550611.905455,9.743678000000742,52.38718400004296,335,175
73061,353,1521443457,5804367.74606,550609.888394,9.7436489999933,52.387222000010254,331,173
73062,353,1521443458,5804371.61594,550607.602548,9.74361600000556,52.38725699999053,327,171
73063,353,1521443459,5804375.81951,550605.313274,9.743583000005648,52.3872950000204,323,169
73064,353,1521443460,5804380.02168,550602.887893,9.743547999993536,52.387333000034495,319,166
73065,353,1521443461,5804383.78243,550600.807366,9.743518000000552,52.38736699997612,315,164
73066,353,1521443462,5804387.9853,550598.450048,9.74348399999519,52.38740499997387,310,162
73067,353,1521443463,5804392.3064,550596.77214,9.7434600000055,52.3874440000204,306,160
73068,353,1521443464,5804396.06366,550594.351348,9.74342500000269,52.38747800000779,302,158
73069,353,1521443465,5804399.05072,550592.755219,9.743401999994465,52.38750499999017,299,156
73070,353,1521443466,5804399.81952,550591.79445,9.743387999997072,52.38751199997549,299,155
73071,353,1521443468,5804399.36552,550590.914312,9.74337500000692,52.38750800001731,299,154
73072,353,1521443473,5804399.80064,550589.956972,9.74336099999554,52.38751200003048,299,153
73073,353,1521443474,5804400.68137,550589.063115,9.743347999996674,52.387520000035416,298,153
73074,353,1521443475,5804401.11509,550587.969667,9.743331999999915,52.38752400003531,297,151
73075,353,1521443476,5804401.88389,550587.008899,9.743318000000077,52.387531000012274,296,151
73076,353,1521443477,5804402.76462,550586.115043,9.743305000002534,52.3875390000124,296,150
73077,353,1521443478,5804403.64535,550585.221187,9.743292000000292,52.38754700001113,295,149
73078,353,1521443480,5804405.75098,550584.450867,9.74328100000186,52.38756599996545,293,148
73079,353,1521443481,5804407.41031,550583.54901,9.743267999995169,52.387581000008986,291,147
73080,353,1521443482,5804410.40647,550582.837602,9.74325800000614,52.38760800003355,288,146
73081,353,1521443483,5804413.73281,550581.782492,9.743243000001431,52.387637999997565,285,145
73082,353,1521443484,5804415.83355,550580.535793,9.743224999998484,52.3876569999958,282,144
73083,353,1521443485,5804418.82341,550579.211897,9.743205999998413,52.38768399996218,279,143
73084,353,1521443486,5804421.80768,550577.343567,9.743178999997028,52.38771099996518,276,141
73085,353,1521443487,5804426.01756,550575.666831,9.743155000003425,52.38774900001701,272,139
73086,353,1521443488,5804430.21904,550573.173445,9.743118999993246,52.38778699998272,268,137
73087,353,1521443489,5804434.86614,550570.743547,9.743083999994909,52.38782900002241,263,135
73088,353,1521443490,5804438.61922,550567.914471,9.743043000007788,52.38786300002993,260,132
73089,353,1521443491,5804442.0526,550566.449909,9.743022000002531,52.387894000028645,256,130
73090,353,1521443492,5804444.60245,550565.606978,9.743010000007464,52.387917000026725,254,130
73091,353,1521443493,5804447.49507,550565.645322,9.743011000000058,52.38794300000348,251,130
73092,353,1521443494,5804449.61958,550566.712476,9.743027000002126,52.38796199995801,249,131
73093,353,1521443495,5804451.75319,550568.664331,9.743056000002149,52.38798100000656,246,133
73094,353,1521443496,5804453.55661,550570.959883,9.74309000000718,52.38799700002474,245,135
73095,353,1521443497,5804455.23691,550572.099658,9.743107000000403,52.38801199998723,243,136
73096,353,1521443499,5804456.14981,550574.336296,9.743140000002636,52.38802000000758,242,138
73097,353,1521443500,5804457.82872,550575.339962,9.74315500000622,52.38803500003972,240,139
73098,353,1521443501,5804459.50692,550576.275573,9.743169000002345,52.38804999997373,239,140
73099,353,1521443502,5804461.18793,550577.483399,9.743187000002004,52.38806500002096,237,142
73100,353,1521443503,5804462.98296,550578.962297,9.743209000006336,52.38808100001934,235,143
73101,353,1521443504,5804463.77064,550579.838996,9.743222000003296,52.38808799996444,234,144
73102,353,1521443508,5804464.67236,550580.986767,9.743239000001862,52.388096000040846,234,145
73103,353,1521443510,5804465.46004,550581.863465,9.743251999993271,52.38810299998269,233,146
73104,353,1521443512,5804467.26417,550584.22706,9.743287000005688,52.38811900003984,231,148
73105,353,1521443513,5804468.50026,550585.439454,9.743305000005533,52.38812999999096,230,150
73106,353,1521443514,5804471.0578,550585.345108,9.743304000002874,52.38815299998553,227,150
73107,353,1521443515,5804474.04906,550584.15733,9.743286999996894,52.38817999997279,224,148
73108,353,1521443516,5804476.90882,550580.997141,9.743241000005256,52.38820600004311,221,145
73109,353,1521443517,5804479.44048,550578.384813,9.743203000002568,52.388228999996095,219,143
73110,353,1521443518,5804481.18726,550575.168006,9.743156000006174,52.38824500001147,217,139
73111,353,1521443519,5804483.26353,550571.539451,9.743103000004991,52.38826400002497,215,136
73112,353,1521443520,5804485.34469,550568.387274,9.743057000003777,52.3882829999763,213,133
73113,353,1521443521,5804486.53114,550564.767866,9.743003999997171,52.388293999968944,212,129
73114,353,1521443522,5804485.27338,550561.445812,9.74295500000578,52.388282999991326,213,126
73115,353,1521443523,5804483.56582,550557.65195,9.742898999994122,52.38826800003479,214,122
73116,353,1521443524,5804482.19683,550554.331035,9.742850000006444,52.388255999994215,216,119
73117,353,1521443525,5804480.95445,550552.506154,9.7428230000012,52.3882449999805,217,117
73118,353,1521443526,5804480.48648,550550.264954,9.74278999999834,52.38824100003954,217,115
73119,353,1521443527,5804478.35288,550548.313103,9.74276100000065,52.3882220000163,220,113
73120,353,1521443528,5804477.00347,550546.897684,9.742740000005965,52.388210000023086,221,111
73121,353,1521443529,5804466.9013,550548.907136,9.742767999995824,52.38811899996456,231,113
73122,353,1521443530,5804461.36787,550551.686407,9.742808000002894,52.38806900000287,237,116
73123,353,1521443531,5804454.19468,550557.273033,9.74288899999897,52.38800400001042,244,121
73124,353,1521443532,5804449.21739,550560.046607,9.74292899999799,52.38795900001409,249,124
73125,353,1521443533,5804443.25373,550564.259607,9.7429899999998,52.38790499999539,255,128
73126,353,1521443534,5804437.402,550568.539528,9.743051999993485,52.38785199997136,261,132
73127,353,1521443535,5804431.85669,550570.161914,9.743074999998564,52.387801999968985,266,134
73128,353,1521443536,5804427.64052,550571.226155,9.743090000003562,52.387763999960754,271,135
73129,353,1521443537,5804422.1071,550574.005472,9.743130000006191,52.38771399997532,276,138
73130,353,1521443538,5804416.70239,550578.485014,9.743194999998412,52.38766499997199,282,142
73131,353,1521443539,5804411.61389,550581.259773,9.743235000001745,52.38761900002814,287,145
73132,353,1521443540,5804405.74539,550583.90643,9.743273000005797,52.38756600001173,293,147
73133,353,1521443541,5804403.20254,550585.429923,9.743294999993706,52.38754300003846,295,149
73134,353,1521443542,5804399.77126,550587.098673,9.74331899999299,52.38751200000386,299,151
73135,353,1521443543,5804396.89892,550589.033929,9.743347000000588,52.38748599999191,301,152
73136,353,1521443544,5804395.56768,550589.387921,9.743351999996788,52.38747399996012,303,153
73137,353,1521443545,5804393.47114,550591.042958,9.74337600000504,52.3874549999694,305,154
73138,353,1521443546,5804390.9171,550591.477581,9.743381999998354,52.387431999994334,307,155
73139,353,1521443547,5804388.36306,550591.912205,9.743388000000238,52.38740900001882,310,155
73140,353,1521443548,5804386.70024,550592.473793,9.743395999999295,52.3873940000293,312,156
73141,353,1521443549,5804387.15494,550593.421989,9.743410000003204,52.3873979999894,311,157
73142,353,1521443550,5804386.27281,550594.179739,9.74342099999682,52.38738999996896,312,158
73143,353,1521443553,5804385.50331,550595.072456,9.743433999993568,52.38738299997538,313,158
73144,353,1521443557,5804385.07379,550596.574238,9.743455999994676,52.38737899998512,313,160
73145,353,1521443559,5804383.30954,550598.089741,9.743477999997424,52.38736300002433,315,161
73146,353,1521443560,5804380.86812,550598.659336,9.743486000003992,52.38734099998062,318,162
73147,353,1521443561,5804379.10037,550599.834565,9.743502999993073,52.38732499999665,319,163
73148,353,1521443562,5804376.22034,550601.021231,9.743520000006129,52.38729899999293,322,164
73149,353,1521443563,5804372.34136,550602.422354,9.74354000000485,52.3872639999989,326,166
73150,353,1521443564,5804366.91988,550605.268647,9.743580999998564,52.38721499996708,332,168
73151,353,1521443565,5804360.94507,550608.392886,9.743626000004438,52.38716100001153,338,171
73152,353,1521443566,5804355.52849,550611.715579,9.74367399999312,52.38711199996325,343,175
73153,353,1521443567,5804349.99789,550614.767202,9.743717999993612,52.387061999958206,349,178
73154,353,1521443568,5804345.35782,550617.877737,9.74376300000002,52.38702000000549,353,181
73155,353,1521443569,5804338.60372,550620.941956,9.743807000004557,52.38695900001836,360,184
73156,353,1521443570,5804333.96225,550623.916392,9.74385000000302,52.38691700002949,365,187
73157,353,1521443571,5804329.32008,550626.822778,9.743892000004031,52.38687500002425,369,190
73158,353,1521443572,5804325.55863,550628.835291,9.743920999992568,52.386840999983406,373,192
73159,353,1521443573,5804322.57018,550630.295353,9.743941999999032,52.3868139999857,376,193
73160,353,1521443574,5804321.35158,550630.784329,9.743949000003123,52.38680300003589,377,193
73161,353,1521443575,5804320.46805,550631.405984,9.7439579999969,52.38679499996461,378,194
73162,353,1521443576,5804319.25645,550632.575519,9.743975000001038,52.38678400000922,380,195
73163,353,1521443577,5804317.16342,550634.570878,9.744003999996554,52.38676499997455,382,197
73164,353,1521443578,5804314.61989,550636.026369,9.744025000004308,52.38674200004077,384,199
73165,353,1521443579,5804310.75072,550638.380319,9.744058999994614,52.38670700003018,388,201
73166,353,1521443580,5804307.8749,550639.975359,9.744082000005232,52.38668100002396,391,203
73167,353,1521443581,5804304.00713,550642.465428,9.744118000004828,52.386645999992886,395,205
73168,353,1521443582,5804299.35587,550644.487119,9.744147000007144,52.38660400000537,400,207
73169,353,1521443583,5804294.38003,550647.396977,9.744189000000173,52.38655900001121,405,210
73170,353,1521443584,5804288.85295,550650.788958,9.74423800000195,52.38650899997315,410,213
73171,353,1521443585,5804284.2122,550653.831508,9.744282000006956,52.38646699999882,415,216
73172,353,1521443586,5804280.02196,550657.413935,9.744333999994696,52.38642899996916,419,220
73173,353,1521443587,5804274.9349,550660.324963,9.7443760000047,52.38638299997624,424,223
73174,353,1521443588,5804270.29065,550663.027247,9.744414999999226,52.3863409999704,429,225
73175,353,1521443589,5804265.6429,550665.389253,9.744448999993535,52.38629899997401,434,228
73176,353,1521443590,5804260.55585,550668.300297,9.74449099999815,52.38625300002856,439,230
73177,353,1521443591,5804255.13371,550671.078668,9.744530999995854,52.38620400001834,444,233
73178,353,1521443592,5804250.93297,550673.640279,9.744567999992237,52.38616599996029,448,236
73179,353,1521443593,5804245.84732,550676.687454,9.744612000001256,52.38611999995901,453,239
73180,353,1521443594,5804240.30836,550678.922532,9.74464400000357,52.386070000025896,459,241
73181,353,1521443595,5804236.10763,550681.484157,9.744680999998884,52.38603200002101,463,243
73182,353,1521443596,5804231.9041,550683.773558,9.744713999993852,52.38599400003138,467,246
73183,353,1521443597,5804228.47285,550685.442432,9.74473799999336,52.385962999965656,471,247
73184,353,1521443599,5804226.80864,550685.867955,9.744744000003028,52.38594799998328,473,248
73185,353,1521443601,5804225.15214,550687.042106,9.744760999998082,52.38593300001188,474,249
73186,353,1521443602,5804222.16441,550688.570289,9.744783000005482,52.38590600003086,477,250
73187,353,1521443603,5804218.40719,550690.991235,9.744817999998329,52.38587199998626,481,253
73188,353,1521443604,5804213.31875,550693.766218,9.744858000007175,52.38582600001033,486,255
73189,353,1521443605,5804208.23451,550696.94955,9.744904000000624,52.38577999997004,491,259
73190,353,1521443606,5804201.92888,550700.349663,9.744952999998675,52.385723000024,498,262
73191,353,1521443607,5804197.28956,550703.528427,9.744999000005848,52.38568100002554,502,265
73192,353,1521443608,5804193.53936,550706.629972,9.745043999995753,52.38564699999897,506,268
73193,353,1521443609,5804188.90075,550709.876805,9.74509100000587,52.385605000044,511,271
73201,353,1521443617,5804190.80268,550732.52281,9.74542399999692,52.38561999995965,509,294
73202,353,1521443618,5804195.96756,550737.16605,9.745493000001003,52.38566599997826,504,299
73203,353,1521443619,5804200.6735,550740.452716,9.745541999998204,52.38570799997457,499,302
73204,353,1521443620,5804205.82716,550744.007019,9.745594999996891,52.385753999973815,494,306
73205,353,1521443621,5804210.53662,550747.633959,9.745649000002125,52.385796000034006,490,309
73206,353,1521443622,5804213.89731,550749.913507,9.745683000005792,52.385826000040645,486,312
73207,353,1521443623,5804219.05939,550754.284477,9.745747999999448,52.3858719999703,481,316
73208,353,1521443624,5804225.44289,550758.43865,9.745809999999135,52.3859290000431,475,320
73209,353,1521443625,5804230.59024,550761.380402,9.74585399999659,52.38597499998027,470,323
73210,353,1521443629,5804255.31196,550774.73826,9.74605399999906,52.386195999962105,445,337
73211,353,1521443630,5804259.57583,550778.301666,9.746107000000936,52.38623400002023,441,340
73212,353,1521443631,5804263.04706,550780.511965,9.746139999995863,52.3862650000234,437,343
73213,353,1521443632,5804263.50952,550782.208791,9.746164999994916,52.3862689999893,437,344
73214,353,1521443633,5804265.17864,550782.259635,9.7461659999942,52.38628400000073,435,344
73215,353,1521443634,5804266.43304,550785.241503,9.746209999999609,52.38629500000314,434,347
73216,353,1521443636,5804270.66742,550785.946517,9.746220999997892,52.38633300000982,430,348
73217,353,1521443637,5804271.99724,550785.45635,9.74621399999396,52.38634500002676,428,348
73218,353,1521443640,5804269.88953,550786.022607,9.746222000002945,52.38632600003,431,348
73219,353,1521443642,5804268.22181,550786.107877,9.746222999995554,52.38631099998008,432,348
73220,353,1521443643,5804266.89691,550787.074441,9.746237000005364,52.38629900000484,434,349
73221,353,1521443644,5804266.46394,550788.235993,9.74625399999752,52.38629500003884,434,350
73222,353,1521443651,5804266.89129,550786.529988,9.74622900000074,52.38629899998209,434,349
73223,353,1521443652,5804266.10076,550785.381059,9.74621200000066,52.38629199999411,434,348
73224,353,1521443653,5804265.63689,550783.548121,9.746185000001384,52.38628799998669,435,346
73225,353,1521443654,5804263.82776,550780.708103,9.74614300000106,52.38627200001697,437,343
73226,353,1521443655,5804258.80987,550779.534718,9.746124999993206,52.38622699999407,442,342
73227,353,1521443656,5804255.33303,550776.779962,9.746083999993989,52.38619600004401,445,339
73228,353,1521443657,5804251.5232,550774.096701,9.74604399999599,52.38616200000158,449,336
73229,353,1521443658,5804249.3846,550771.668454,9.746007999994072,52.38614299999535,451,334
73230,353,1521443659,5804246.3632,550769.929952,9.745982000003671,52.38611600000272,454,332
73231,353,1521443660,5804245.12074,550768.105035,9.745954999997048,52.38610499998264,455,330
73232,353,1521443661,5804243.78741,550768.254915,9.745956999997771,52.38609299997737,456,330
73233,353,1521443668,5804245.10951,550767.016125,9.745939000000298,52.38610499998846,455,329
73234,353,1521443673,5804243.75934,550765.532639,9.745917000002772,52.38609300003354,456,327
73235,353,1521443674,5804242.96811,550764.315644,9.745898999997904,52.38608600001761,457,326
73236,353,1521443675,5804241.63197,550764.193295,9.745896999994198,52.3860739999907,459,326
73237,353,1521443676,5804242.06776,550763.303967,9.745884000001196,52.38607800001876,458,325
73238,353,1521443677,5804240.41829,550765.158711,9.745911000004195,52.38606299998376,460,327
73239,353,1521443679,5804239.54461,550766.733198,9.745934000002835,52.38605499997151,461,329
73240,353,1521443683,5804241.22005,550767.39656,9.745943999999795,52.38607000001059,459,329
73241,353,1521443685,5804242.54215,550766.157769,9.745925999993378,52.386082000019805,458,328
73242,353,1521443687,5804241.63478,550764.465523,9.745900999998325,52.38607400001332,459,326
73243,353,1521443689,5804240.40145,550763.525344,9.745887000003124,52.386063000027775,460,325
73244,353,1521443694,5804241.63548,550764.53358,9.745901999998976,52.38607399999646,459,326
73245,353,1521443696,5804242.54004,550765.953599,9.745923000004062,52.38608199998094,458,328
73246,353,1521443698,5804243.0011,550767.514319,9.74594599999611,52.38608600002704,457,329
73247,353,1521443699,5804242.57163,550769.01616,9.745967999996266,52.38608200001564,458,331
73248,353,1521443701,5804241.69444,550770.250363,9.745986000004278,52.38607399999024,459,332
73249,353,1521443720,5804242.12882,550769.22492,9.745971000001738,52.38607799997314,458,331
73250,353,1521443721,5804241.24532,550769.84661,9.745980000001074,52.386070000015295,459,332
73251,353,1521443728,5804242.1211,550768.476294,9.745960000005288,52.38607799998448,458,330
73252,353,1521443730,5804240.46883,550770.058811,9.745982999995457,52.38606300000231,460,332
73253,353,1521443731,5804239.59164,550771.293014,9.746000999993043,52.38605499997464,461,333
73254,353,1521443733,5804237.93305,550772.263021,9.746014999999536,52.38603999996502,462,334
73255,353,1521443743,5804236.59972,550772.412902,9.746016999995913,52.3860279999586,464,334
73256,353,1521443746,5804237.94569,550773.488047,9.746033000003331,52.38604000000282,462,335
73257,353,1521443753,5804238.7299,550774.024472,9.74604100000707,52.3860469999992,462,336
73258,354,1521465840,5804257.28491,550761.105117,9.745854000002105,52.38621500002142,443,323
73259,354,1521466002,5804255.6186,550761.326492,9.745856999993649,52.386200000031664,445,323
73260,354,1521466004,5804255.60807,550760.305641,9.745841999995308,52.38620000000782,445,322
73261,354,1521466012,5804253.94246,550760.595073,9.745845999993117,52.38618500000192,446,323
73262,354,1521466015,5804252.18106,550762.382902,9.745871999996634,52.38616899997265,448,324
73263,354,1521466020,5804251.83475,550761.161321,9.745853999999882,52.38616600002992,448,323
73264,354,1521466042,5804250.05791,550761.451901,9.745858000004592,52.38615000000346,450,323
73265,354,1521466043,5804248.82949,550760.98812,9.745850999997502,52.3861389999883,451,323
73266,354,1521466044,5804247.48072,550759.640747,9.745830999995702,52.38612699998464,453,322
73267,354,1521466045,5804245.01967,550758.304843,9.745810999996127,52.38610499995721,455,320
73268,354,1521466046,5804242.42354,550754.656149,9.745756999995692,52.38608199999264,458,317
73269,354,1521466047,5804238.49829,550751.565669,9.745711000002736,52.386047000001184,462,313
73270,354,1521466048,5804233.01796,550748.695409,9.745668000004123,52.3859980000265,467,311
73271,354,1521466049,5804227.87201,550745.889759,9.745625999995744,52.38595199999176,472,308
73272,354,1521466050,5804226.62676,550743.792601,9.745594999997088,52.385941000037455,473,306
73273,354,1521466051,5804224.83238,550742.381747,9.745574000004904,52.38592500001428,475,304
73274,354,1521466052,5804221.48432,550741.327229,9.745558000000871,52.38589499999688,479,303
73275,354,1521466053,5804218.45732,550739.04424,9.745524000007569,52.38586800001477,482,301
73276,354,1521466054,5804215.08611,550735.743827,9.745474999998391,52.38583799998264,485,297
73277,354,1521466055,5804211.59877,550731.968155,9.745418999999265,52.3858069999997,488,294
73278,354,1521466061,5804190.19016,550716.261619,9.74518500000155,52.38561600000581,510,278
73279,354,1521466063,5804188.51333,550715.462117,9.745173000004812,52.38560100001363,511,277
73282,354,1521466068,5804189.69056,550710.957706,9.745106999998008,52.38561200002328,510,272
73283,354,1521466069,5804191.01337,550709.786976,9.74508999999923,52.3856239999857,509,271
73284,354,1521466070,5804193.12039,550709.152687,9.74508100000518,52.3856430000069,507,271
73285,354,1521466071,5804196.0955,550706.399447,9.74504100000208,52.38567000003938,504,268
73286,354,1521466072,5804200.2885,550703.089148,9.744993000004454,52.38570799999256,499,265
73287,354,1521466073,5804204.49553,550701.140003,9.744965000001184,52.38574600001854,495,263
73288,354,1521466074,5804208.69975,550698.918632,9.744933000001229,52.38578399998231,491,260
73289,354,1521466075,5804212.45346,550696.157388,9.744892999998722,52.385818000013735,487,258
73290,354,1521466078,5804228.48827,550686.939689,9.744760000001795,52.38596299998933,471,249
73291,354,1521466079,5804234.46163,550683.67916,9.744712999995286,52.38601699995816,465,245
73292,354,1521466080,5804240.77569,550681.095773,9.744675999996067,52.38607399999296,459,243
73293,354,1521466081,5804246.63993,550678.040575,9.744631999995589,52.38612699997847,453,240
73294,354,1521466082,5804253.8319,550674.291076,9.744578000001088,52.38619199997316,445,236
73295,354,1521466083,5804259.80177,550670.690295,9.744525999994428,52.38624599998232,439,233
73296,354,1521466084,5804265.2148,550667.027191,9.744472999994722,52.38629499996284,434,229
73297,354,1521466085,5804271.62539,550663.013509,9.74441499999663,52.38635300002942,428,225
73298,354,1521466086,5804277.04823,550660.303212,9.744375999995029,52.38640199999461,422,223
73299,354,1521466087,5804284.24442,550656.962099,9.744327999999298,52.38646700002646,415,219
73300,354,1521466088,5804290.10587,550653.634731,9.744280000004885,52.38651999997921,409,216
73301,354,1521466089,5804296.52347,550650.301647,9.744231999995682,52.38657800001105,403,213
73302,354,1521466090,5804302.38983,550647.450687,9.744190999994268,52.386630999997024,397,210
73303,354,1521466091,5804307.92251,550644.603167,9.744149999995091,52.38668099999848,391,207
73304,354,1521466092,5804312.12536,550642.245777,9.744115999994564,52.38671900000527,387,205
73305,354,1521466093,5804315.8889,550640.437416,9.74409000000312,52.38675300000097,383,203
73306,354,1521466094,5804317.22153,550640.219516,9.74408699999497,52.38676499997344,382,203
73307,354,1521466095,5804321.00258,550640.112554,9.744086000003795,52.386799000019,378,203
73308,354,1521466096,5804324.34921,550641.031005,9.744099999995177,52.38682899996289,375,204
73309,354,1521466097,5804327.38247,550643.926505,9.744142999998806,52.38685599997335,372,207
73310,354,1521466098,5804330.85924,550646.681312,9.74418399999989,52.38688699996202,368,209
73311,354,1521466099,5804334.22549,550649.505315,9.744225999998273,52.38691700000396,365,212
73312,354,1521466100,5804337.25595,550652.128581,9.744264999994408,52.38694399998049,362,215
73313,354,1521466101,5804340.28572,550654.683789,9.744303000003928,52.38697100003724,359,218
73314,354,1521466102,5804342.76144,550657.448883,9.744343999997287,52.386992999972136,356,220
73315,354,1521466103,5804345.78981,550659.867973,9.744379999994049,52.38702000001141,353,223
73316,354,1521466104,5804348.81467,550661.946783,9.744410999992905,52.38704699997077,350,225
73317,354,1521466105,5804352.17883,550664.566599,9.74444999999342,52.38707700003546,347,228
73318,354,1521466106,5804355.2142,550667.666234,9.74449599999655,52.387103999993926,344,231
73319,354,1521466107,5804359.91239,550670.204247,9.744533999993088,52.387146000003376,339,233
73320,354,1521466108,5804364.61338,550673.014477,9.744576000004171,52.38718799997825,335,236
73321,354,1521466109,5804368.42736,550676.106082,9.744621999996596,52.38722200002607,331,239
73322,354,1521466110,5804371.91185,550679.609449,9.744673999993276,52.38725299995853,327,243
73323,354,1521466111,5804375.72864,550682.973266,9.744724000007777,52.38728700003083,324,246
73324,354,1521466112,5804380.43454,550686.259858,9.744772999995336,52.3873289999777,319,250
73325,354,1521466113,5804385.13344,550688.865895,9.744811999995951,52.38737099998004,314,252
73326,354,1521466114,5804389.38953,550691.680674,9.744854000002157,52.387408999956605,310,255
73327,354,1521466115,5804393.64703,550694.631557,9.744897999998788,52.38744699999163,306,258
73328,354,1521466116,5804396.67892,550697.390873,9.744939000002018,52.38747399999873,303,261
73329,354,1521466117,5804398.37257,550699.82366,9.744975000002494,52.38748899997925,301,263
73330,354,1521466118,5804402.26064,550699.307178,9.744968000006011,52.387524000013066,297,263
73331,354,1521466119,5804404.84201,550701.526631,9.74500099999727,52.38754699999031,295,265
73332,354,1521466120,5804408.21039,550704.554717,9.745045999993188,52.38757699998288,291,268
73333,354,1521466121,5804412.02719,550707.918489,9.745096000000862,52.3876109999876,288,272
73334,354,1521466122,5804416.73171,550711.068924,9.745143000000247,52.38765299998022,283,275
73335,354,1521466123,5804420.99343,550714.4281,9.745192999995306,52.38769100002284,279,278
73336,354,1521466124,5804425.70567,550718.327122,9.74525100000761,52.38773300003338,274,282
73337,354,1521466125,5804431.30493,550721.944748,9.745304999997176,52.387783000040336,268,286
73338,354,1521466126,5804437.23226,550725.014494,9.74535100000132,52.38783599999864,263,289
73339,354,1521466127,5804442.82661,550728.155725,9.745397999996037,52.38788599995725,257,292
